"Страна";"Город";"Дата";"Индекс"
Россия;Псков;21.06.2020;2.5
Россия;Петергоф;02.08.2020;1.9
Россия;Тверь;29.03.2020;3.4
Россия;Кумертау;26.04.2020;3.5
Россия;Воткинск;14.09.2020;1.7
Россия;Кызыл;14.05.2020;1.4
Россия;Санкт-Петербург;23.06.2020;0.8
Россия;Полевской;12.08.2020;1.7
Россия;Смоленск;23.02.2020;2.7
Россия;Новоуральск;28.09.2020;1.6
Россия;Сергиев Посад;08.04.2020;3.2
Россия;Озёрск;22.06.2020;1.9
Россия;Мурманск;06.07.2020;1.5
Россия;Великий Новгород;17.08.2020;0.9
Россия;Нижний Новгород;20.04.2020;2.8
Россия;Сургут;01.03.2020;2.7
Россия;Урус-Мартан;08.07.2020;2.2
Россия;Котельники;08.06.2020;0.5
Россия;Комсомольск-на-Амуре;10.07.2020;1.5
Россия;Первоуральск;30.09.2020;1.3
Россия;Зеленодольск;07.09.2020;1.2
Россия;Нефтекамск;22.08.2020;1.9
Россия;Котлас;28.04.2020;2.1
Россия;Таганрог;27.06.2020;2.3
Россия;Петропавловск-Камчатский;27.03.2020;1.3
Россия;Уссурийск;14.05.2020;1.3
Россия;Юрга;06.03.2020;1.3
Россия;Волжский;31.07.2020;1.5
Россия;Глазов;06.03.2020;1.2
Россия;Солнечногорск;05.03.2020;0.6
Россия;Стерлитамак;04.03.2020;1.2
Россия;Реутов;29.06.2020;0.6
Россия;Ноябрьск;26.03.2020;1.7
Россия;Георгиевск;02.04.2020;3.7
Россия;Киселёвск;13.09.2020;2.7
Россия;Иваново;29.09.2020;0.6
Россия;Кирово-Чепецк;26.08.2020;1.4
Россия;Когалым;27.06.2020;2.6
Россия;Уфа;08.04.2020;2.9
Россия;Гудермес;24.07.2020;1.7
Россия;Красное Село;02.03.2020;1.4
Россия;Саратов;13.08.2020;1.2
Россия;Владикавказ;26.07.2020;2.5
Россия;Калининград;03.07.2020;1
Россия;Белорецк;23.08.2020;2.6
Россия;Черемхово;30.04.2020;2.2
Россия;Искитим;23.04.2020;1.8
Россия;Грозный;12.04.2020;4
Россия;Норильск;06.06.2020;2.9
Россия;Рязань;13.07.2020;0.9
Россия;Прохладный;03.06.2020;1.7
Россия;Щелково;05.03.2020;1
Россия;Чистополь;12.03.2020;1.1
Россия;Киров;08.07.2020;0.8
Россия;Серов;23.08.2020;2.8
Россия;Новомосковск;05.04.2020;3.7
Россия;Колпино;23.05.2020;2.8
Россия;Ишим;04.07.2020;1.9
Россия;Ишимбай;31.08.2020;1.8
Россия;Ижевск;31.08.2020;0.6
Россия;Якутск;28.03.2020;3.1
Россия;Славянск-на-Кубани;02.08.2020;2.3
Россия;Заречный;12.04.2020;4.5
Россия;Липецк;07.06.2020;2.6
Россия;Королёв;25.07.2020;2.1
Россия;Астрахань;01.09.2020;1.1
Россия;Салават;13.05.2020;2.1
Россия;Лысьва;23.02.2020;3
Россия;Арзамас;18.09.2020;0.9
Россия;Братск;11.04.2020;3.3
Россия;Минусинск;27.04.2020;2.1
Россия;Кисловодск;15.07.2020;1.4
Россия;Евпатория;12.03.2020;1.5
Россия;Щекино;20.05.2020;2.2
Россия;Лениногорск;29.09.2020;1.5
Россия;Мурино;28.06.2020;2.5
Россия;Боровичи;15.03.2020;3.1
Россия;Шадринск;23.06.2020;1.3
Россия;Асбест;26.04.2020;3.2
Россия;Елец;18.04.2020;3.6
Россия;Каспийск;04.09.2020;2
Россия;Вольск;14.05.2020;2.3
Россия;Оренбург;02.04.2020;3.5
Россия;Северодвинск;06.05.2020;2.7
Россия;Анжеро-Судженск;03.04.2020;3
Россия;Ханты-Мансийск;25.07.2020;2.4
Россия;Лиски;02.04.2020;3.5
Россия;Магнитогорск;19.09.2020;2.2
Россия;Долгопрудный;18.09.2020;1.3
Россия;Феодосия;05.06.2020;1.9
Россия;Сосновый Бор;03.05.2020;3.1
Россия;Архангельск;06.04.2020;2.9
Россия;Ступино;17.05.2020;2.9
Россия;Армавир;10.03.2020;0.6
Россия;Егорьевск;13.06.2020;2.2
Россия;Чайковский;13.04.2020;3.2
Россия;Бийск;17.04.2020;2.2
Россия;Гусь-Хрустальный;03.04.2020;3.4
Россия;Сертолово;17.06.2020;1.9
Россия;Ревда;09.08.2020;2.9
Россия;Одинцово;24.05.2020;3.3
Россия;Ялта;06.08.2020;1.6
Россия;Пятигорск;18.08.2020;0.4
Россия;Новосибирск;01.06.2020;1.1
Россия;Новый Уренгой;12.04.2020;3.8
Россия;Великие Луки;19.06.2020;1.2
Россия;Альметьевск;07.06.2020;2.9
Россия;Щербинка;11.03.2020;1.2
Россия;Котельники;02.06.2020;0.9
Россия;Урус-Мартан;28.06.2020;2.4
Россия;Великий Новгород;22.07.2020;1
Россия;Мурманск;30.06.2020;1.4
Россия;Нижний Новгород;16.05.2020;2.8
Россия;Солнечногорск;24.02.2020;2.4
Россия;Дзержинский;13.04.2020;2.8
Россия;Волжский;06.08.2020;1.5
Россия;Глазов;25.02.2020;1.4
Россия;Юрга;25.02.2020;1.5
Россия;Балашов;08.05.2020;2.4
Россия;Петропавловск-Камчатский;06.04.2020;2.4
Россия;Таганрог;07.07.2020;1.4
Россия;Шуя;25.07.2020;1.9
Россия;Уссурийск;22.04.2020;2
Россия;Котлас;08.05.2020;2.1
Россия;Нефтекамск;17.09.2020;1.3
Россия;Зеленодольск;01.09.2020;1.2
Россия;Минеральные Воды;27.05.2020;1.4
Россия;Муром;24.09.2020;1.1
Россия;Химки;04.08.2020;1
Россия;Копейск;01.07.2020;2.1
Россия;Псков;13.07.2020;1
Россия;Петергоф;12.08.2020;1.4
Россия;Всеволожск;22.05.2020;2
Россия;Воскресенск;26.08.2020;1.5
Россия;Кириши;09.04.2020;2.7
Россия;Камышин;18.05.2020;2.2
Россия;Сарапул;23.04.2020;2.5
Россия;Белогорск;17.08.2020;1.5
Россия;Севастополь;29.07.2020;1.8
Россия;Смоленск;29.02.2020;2.2
Россия;Озёрск;14.07.2020;1.8
Россия;Сергиев Посад;17.03.2020;1.1
Россия;Кумертау;02.05.2020;3.2
Россия;Воткинск;04.09.2020;1.3
Россия;Тверь;04.04.2020;3.5
Россия;Полевской;02.08.2020;2.7
Россия;Иркутск;04.07.2020;1.5
Россия;Санкт-Петербург;19.07.2020;2.1
Россия;Кызыл;22.04.2020;1.8
Россия;Зеленогорск;18.03.2020;2.2
Россия;Выборг;02.03.2020;0.9
Россия;Тула;14.07.2020;1
Россия;Белово;05.08.2020;1.1
Россия;Зеленоград;20.09.2020;2.7
Россия;Златоуст;05.05.2020;2.5
Россия;Фрязино;27.03.2020;1.5
Россия;Усолье-Сибирское;21.06.2020;2.2
Россия;Чехов;26.07.2020;2.1
Россия;Ковров;21.03.2020;2.6
Россия;Владимир;08.07.2020;0.7
Россия;Симферополь;12.07.2020;2.8
Россия;Соликамск;02.03.2020;1.5
Россия;Калуга;01.08.2020;2
Россия;Туапсе;12.08.2020;1.2
Россия;Шахты;13.08.2020;1.7
Россия;Буйнакск;12.06.2020;2.7
Россия;Жуковский;19.03.2020;1
Россия;Махачкала;21.07.2020;1.2
Россия;Горно-Алтайск;06.05.2020;1.4
Россия;Миасс;22.08.2020;2.2
Россия;Белебей;19.04.2020;3.6
Россия;Бор;24.08.2020;1.2
Россия;Тимашевск;21.04.2020;2.4
Россия;Елабуга;14.03.2020;2.2
Россия;Краснокамск;08.04.2020;3.3
Россия;Балаково;01.09.2020;1.5
Россия;Красногорск;15.04.2020;3.6
Россия;Брянск;07.08.2020;1.1
Россия;Барнаул;15.07.2020;0.9
Россия;Кузнецк;24.02.2020;2.5
Россия;Серпухов;08.05.2020;2.6
Россия;Улан-Удэ;19.05.2020;1.7
Россия;Нерюнгри;21.05.2020;2.4
Россия;Тамбов;12.08.2020;1.1
Россия;Тольятти;02.04.2020;3.8
Россия;Бердск;23.06.2020;1.2
Россия;Новочебоксарск;05.05.2020;2.8
Россия;Жуковский;12.08.2020;1.1
Россия;Махачкала;02.04.2020;3.7
Россия;Миасс;04.05.2020;2.4
Россия;Горно-Алтайск;28.08.2020;0.7
Россия;Тимашевск;14.09.2020;1.1
Россия;Симферополь;07.04.2020;3.1
Россия;Соликамск;20.06.2020;2.8
Россия;Калуга;09.04.2020;2.7
Россия;Шахты;20.03.2020;1.3
Россия;Фрязино;01.07.2020;2
Россия;Туапсе;19.03.2020;1.2
Россия;Златоуст;23.08.2020;2.8
Россия;Чехов;07.04.2020;3
Россия;Рославль;22.05.2020;1.9
Россия;Усолье-Сибирское;28.02.2020;1.3
Россия;Ковров;10.08.2020;1.4
Россия;Тула;23.02.2020;2.7
Россия;Бор;20.05.2020;1.8
Россия;Белово;13.04.2020;1.7
Россия;Белебей;26.09.2020;2.3
Россия;Зеленоград;01.05.2020;3.6
Россия;Тамбов;19.03.2020;1.2
Россия;Красногорск;20.07.2020;1.3
Россия;Елабуга;21.08.2020;1.7
Россия;Тольятти;21.07.2020;0.9
Россия;Новочебоксарск;23.08.2020;2.7
Россия;Бердск;05.03.2020;1.1
Россия;Краснокамск;13.07.2020;1.6
Россия;Нижнекамск;29.05.2020;1.3
Россия;Барнаул;10.04.2020;2.4
Россия;Кузнецк;02.08.2020;2.5
Россия;Новотроицк;31.05.2020;3.2
Россия;Прокопьевск;01.05.2020;2.8
Россия;Каменск-Уральский;17.06.2020;1.5
Россия;Серпухов;26.08.2020;1.4
Россия;Балаково;10.05.2020;3.3
Россия;Брянск;18.03.2020;0.8
Россия;Уссурийск;11.09.2020;0.8
Россия;Петропавловск-Камчатский;25.07.2020;2.1
Россия;Нефтекамск;24.04.2020;2.7
Россия;Зеленодольск;10.05.2020;3
Россия;Котлас;26.08.2020;1.3
Россия;Солнечногорск;19.07.2020;1.9
Россия;Юрга;20.07.2020;1.7
Россия;Волжский;17.03.2020;1
Россия;Глазов;20.07.2020;1.6
Россия;Волгоград;22.05.2020;2
Россия;Мурманск;08.03.2020;3
Россия;Великий Новгород;03.04.2020;3.3
Россия;Сургут;15.07.2020;1.1
Россия;Дзержинский;18.07.2020;1.7
Россия;Нижний Новгород;03.09.2020;0.7
Россия;Сызрань;10.05.2020;3.1
Россия;Урус-Мартан;10.03.2020;1.9
Россия;Первоуральск;02.06.2020;1.8
Россия;Свободный;20.05.2020;1.6
Россия;Тверь;27.07.2020;0.8
Россия;Кумертау;24.08.2020;1.9
Россия;Воткинск;17.05.2020;2.7
Россия;Санкт-Петербург;24.02.2020;2.6
Россия;Полевской;14.04.2020;3.1
Россия;Копейск;27.03.2020;2
Россия;Выборг;20.06.2020;1.4
Россия;Кызыл;11.09.2020;0.5
Россия;Смоленск;22.06.2020;1.1
Россия;Лесосибирск;04.05.2020;2.7
Россия;Воскресенск;22.05.2020;2.4
Россия;Сергиев Посад;06.08.2020;1
Россия;Камышин;22.08.2020;2.4
Россия;Сарапул;30.09.2020;1
Россия;Кириши;01.08.2020;2.6
Россия;Озёрск;23.02.2020;3.2
Россия;Белогорск;24.03.2020;1.4
Россия;Иркутск;30.03.2020;2.5
Россия;Зеленогорск;22.06.2020;2.1
Россия;Муром;06.06.2020;2.3
Россия;Химки;12.04.2020;3.6
Россия;Петергоф;19.03.2020;1.6
Россия;Магнитогорск;30.04.2020;2.3
Россия;Лениногорск;22.04.2020;3.2
Россия;Алексин;02.05.2020;3
Россия;Оренбург;21.07.2020;1
Россия;Северодвинск;28.08.2020;2
Россия;Анжеро-Судженск;22.07.2020;1.8
Россия;Нальчик;11.05.2020;2.6
Россия;Лыткарино;11.07.2020;2.3
Россия;Ханты-Мансийск;06.04.2020;2.6
Россия;Лиски;21.07.2020;1.7
Россия;Елец;07.09.2020;1.3
Россия;Каспийск;17.05.2020;3.8
Россия;Вольск;05.09.2020;2.4
Россия;Тихвин;13.07.2020;1.2
Россия;Боровичи;08.08.2020;2.2
Россия;Шадринск;05.03.2020;0.9
Россия;Мурино;10.03.2020;1.3
Россия;Асбест;15.09.2020;1.6
Россия;Армавир;17.08.2020;1.3
Россия;Великие Луки;01.03.2020;3.2
Россия;Архангельск;11.07.2020;2.4
Россия;Щербинка;03.07.2020;1.1
Россия;Находка;25.04.2020;3
Россия;Ялта;17.03.2020;1.4
Россия;Пятигорск;29.03.2020;3.3
Россия;Новый Уренгой;04.08.2020;1.1
Россия;Новосибирск;05.09.2020;2.1
Россия;Бийск;10.09.2020;1.2
Россия;Гусь-Хрустальный;22.07.2020;1.6
Россия;Ревда;16.03.2020;1.4
Россия;Феодосия;23.09.2020;1.6
Россия;Долгопрудный;25.04.2020;3.7
Россия;Альметьевск;11.09.2020;1.2
Россия;Сосновый Бор;25.08.2020;1.3
Россия;Чайковский;05.08.2020;1.5
Россия;Белорецк;05.05.2020;2.4
Россия;Черемхово;19.09.2020;2.5
Россия;Владивосток;30.07.2020;0.9
Россия;Норильск;24.09.2020;1.3
Россия;Гудермес;01.04.2020;3.2
Россия;Когалым;23.03.2020;1.7
Россия;Красное Село;20.06.2020;2.1
Россия;Уфа;13.07.2020;0.9
Россия;Белгород;22.05.2020;1
Россия;Иваново;22.04.2020;2.6
Россия;Георгиевск;21.07.2020;1.4
Россия;Киселёвск;20.04.2020;2.4
Россия;Ноябрьск;15.08.2020;2.7
Россия;Кирово-Чепецк;08.05.2020;2.2
Россия;Саратов;06.03.2020;0.8
Россия;Искитим;30.09.2020;1.2
Россия;Грозный;17.07.2020;1.3
Россия;Реутов;07.03.2020;1.4
Россия;Калининград;29.03.2020;3.9
Россия;Щелково;12.08.2020;1.3
Россия;Лысьва;14.07.2020;1.8
